"ITTER107","Territory","TIPO_DATO15","Data type","SEXISTAT1","Gender","ISO","Most relevant Country of citizenship","MOTIVOPS1","Reason","TIME","Select time","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2016","2016",3,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2017","2017",4,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2018","2018",5,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2019","2019",10,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2020","2020",8,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2021","2021",15,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2022","2022",18,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2007","2007",3,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2008","2008",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2010","2010",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2011","2011",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2012","2012",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2013","2013",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2014","2014",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2015","2015",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2017","2017",2,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2021","2021",1,,
"ITC32","Savona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2022","2022",1,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2007","2007",15,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2008","2008",5,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2009","2009",5,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2010","2010",3,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2011","2011",9,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2012","2012",7,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2013","2013",6,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2014","2014",7,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2015","2015",6,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2016","2016",10,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2017","2017",3,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2018","2018",12,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2019","2019",3,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2020","2020",2,,
"ITE17","Pisa","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2022","2022",7,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2008","2008",1,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",7,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",3,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2012","2012",4,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2013","2013",8,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2014","2014",1,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2015","2015",3,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2016","2016",3,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2017","2017",2,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2018","2018",3,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",1,,
"ITD55","Bologna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",4,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",205,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",197,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",315,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",428,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2011","2011",184,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2012","2012",103,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2013","2013",115,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2014","2014",93,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2015","2015",72,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2016","2016",60,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2017","2017",64,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2018","2018",70,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",43,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2020","2020",39,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",102,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2022","2022",139,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2007","2007",10,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2008","2008",9,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2009","2009",3,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2010","2010",4,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2011","2011",2,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2012","2012",5,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2013","2013",2,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2014","2014",2,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2015","2015",2,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2016","2016",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2017","2017",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2018","2018",4,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2019","2019",3,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2020","2020",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2021","2021",4,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2022","2022",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2007","2007",4,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2008","2008",8,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2009","2009",6,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2010","2010",5,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2011","2011",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2012","2012",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2013","2013",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2014","2014",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2016","2016",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2017","2017",3,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2018","2018",5,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2019","2019",5,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2020","2020",6,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2021","2021",6,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2022","2022",5,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2007","2007",12,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2008","2008",10,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2009","2009",12,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2010","2010",19,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2011","2011",26,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2012","2012",16,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2013","2013",11,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2014","2014",9,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2015","2015",20,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2016","2016",7,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2017","2017",11,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2018","2018",12,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2019","2019",16,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2020","2020",6,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2021","2021",13,,
"ITD34","Treviso","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2022","2022",26,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2007","2007",2,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2008","2008",1,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2009","2009",4,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2010","2010",1,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2011","2011",3,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2012","2012",2,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2013","2013",2,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2014","2014",2,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2017","2017",4,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2018","2018",5,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2019","2019",4,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2020","2020",3,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2021","2021",1,,
"ITC43","Lecco","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2022","2022",3,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2007","2007",7,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2008","2008",7,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2009","2009",9,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2010","2010",15,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2011","2011",14,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2012","2012",15,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2013","2013",17,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2014","2014",9,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2015","2015",5,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2016","2016",7,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2017","2017",5,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2018","2018",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2019","2019",2,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2020","2020",1,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2021","2021",2,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2022","2022",5,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",5,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",3,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",12,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",10,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2011","2011",9,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2012","2012",1,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2013","2013",2,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2014","2014",3,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2015","2015",1,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2018","2018",1,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",2,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2020","2020",1,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",3,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2022","2022",2,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2007","2007",36,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2008","2008",47,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2009","2009",47,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2010","2010",107,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2011","2011",113,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2012","2012",131,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2013","2013",125,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2014","2014",107,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2015","2015",95,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2016","2016",92,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2017","2017",90,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2018","2018",91,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2019","2019",65,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2020","2020",22,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2021","2021",42,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2022","2022",90,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2007","2007",14,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2008","2008",10,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2009","2009",4,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2010","2010",6,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2011","2011",6,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2012","2012",3,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2013","2013",3,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2014","2014",5,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2015","2015",3,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2016","2016",3,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2017","2017",3,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2018","2018",5,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2019","2019",6,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2020","2020",7,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2021","2021",13,,
"ITE34","Ascoli Piceno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2022","2022",26,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2007","2007",17,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2008","2008",17,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2009","2009",13,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2010","2010",19,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2011","2011",20,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2012","2012",14,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2013","2013",13,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2014","2014",12,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2015","2015",15,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2016","2016",8,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2017","2017",16,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2018","2018",18,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2019","2019",19,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2020","2020",13,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2021","2021",20,,
"ITF3","Campania","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2022","2022",34,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2007","2007",97,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2008","2008",74,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2009","2009",51,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2010","2010",106,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2011","2011",92,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2012","2012",67,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2013","2013",69,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2014","2014",46,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2015","2015",77,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2016","2016",47,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2017","2017",33,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2018","2018",49,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2019","2019",70,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2020","2020",41,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2021","2021",86,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2022","2022",133,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2007","2007",4,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2008","2008",8,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2009","2009",4,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2010","2010",5,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2011","2011",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2012","2012",7,,
