"ITTER107","Territory","TIPO_DATO15","Data type","SEXISTAT1","Gender","ISO","Most relevant Country of citizenship","MOTIVOPS1","Reason","TIME","Select time","Value","Flag Codes","Flags"
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2008","2008",106,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2009","2009",107,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2010","2010",151,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2011","2011",118,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2012","2012",99,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2013","2013",72,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2014","2014",72,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2015","2015",54,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2016","2016",57,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2017","2017",91,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2018","2018",110,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2019","2019",118,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2020","2020",93,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2021","2021",152,,
"ITF","Sud","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2022","2022",279,,
"ITC13","Biella","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",1,,
"ITC13","Biella","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",1,,
"ITC13","Biella","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2012","2012",1,,
"ITC13","Biella","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2014","2014",1,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2007","2007",11,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2008","2008",8,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2009","2009",7,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2010","2010",13,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2011","2011",9,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2012","2012",8,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2013","2013",5,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2014","2014",4,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2015","2015",5,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2016","2016",10,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2017","2017",3,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2018","2018",9,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2019","2019",11,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2020","2020",4,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2021","2021",10,,
"ITF4","Puglia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2022","2022",14,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2007","2007",4,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2008","2008",2,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2010","2010",6,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2011","2011",6,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2012","2012",5,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2013","2013",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2014","2014",2,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2015","2015",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2017","2017",6,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2018","2018",3,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2019","2019",2,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2020","2020",3,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2021","2021",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2022","2022",13,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2007","2007",6,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2008","2008",3,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2009","2009",6,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2010","2010",11,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2011","2011",8,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2012","2012",14,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2013","2013",9,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2014","2014",5,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2015","2015",3,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2016","2016",7,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2017","2017",3,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2018","2018",4,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2019","2019",11,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2020","2020",2,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2021","2021",14,,
"ITC16","Cuneo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2022","2022",41,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2007","2007",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2008","2008",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2009","2009",2,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2010","2010",3,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2011","2011",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2012","2012",6,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2013","2013",5,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2014","2014",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2015","2015",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2017","2017",3,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2018","2018",1,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2019","2019",3,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2020","2020",4,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2021","2021",6,,
"ITC42","Como","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2022","2022",7,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2007","2007",9,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2008","2008",2,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2009","2009",14,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2010","2010",18,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2011","2011",15,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2012","2012",15,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2013","2013",14,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2014","2014",9,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2015","2015",11,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2016","2016",7,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2017","2017",8,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2018","2018",6,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2019","2019",7,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2021","2021",1,,
"ITD5","Emilia-Romagna","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","STD","study","2022","2022",6,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2008","2008",1,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",3,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",2,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",4,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2013","2013",2,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2014","2014",1,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2015","2015",3,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2016","2016",4,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2017","2017",3,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2018","2018",4,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",9,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",7,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",19,,
"ITC3","Liguria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",23,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2007","2007",68,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2008","2008",49,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2009","2009",32,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2010","2010",39,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2011","2011",53,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2012","2012",25,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2013","2013",25,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2014","2014",22,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2015","2015",39,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2016","2016",32,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2017","2017",18,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2018","2018",29,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2019","2019",39,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2020","2020",23,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2021","2021",46,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2022","2022",63,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",9,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",8,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",5,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2010","2010",13,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2011","2011",8,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2012","2012",9,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2013","2013",9,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2014","2014",6,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2015","2015",6,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2016","2016",2,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2017","2017",5,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2018","2018",3,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",2,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2020","2020",5,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2021","2021",6,,
"ITD3","Veneto","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2022","2022",11,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2007","2007",4,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2008","2008",6,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2009","2009",8,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2010","2010",11,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2011","2011",7,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2012","2012",6,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2013","2013",1,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2014","2014",1,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2015","2015",4,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2016","2016",1,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2017","2017",3,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2018","2018",5,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2019","2019",3,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2020","2020",4,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2021","2021",11,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","ALL","all items","2022","2022",18,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2007","2007",20,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2008","2008",30,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2009","2009",28,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2010","2010",70,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2011","2011",70,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2012","2012",89,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2013","2013",83,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2014","2014",55,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2015","2015",49,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2016","2016",48,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2017","2017",35,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2018","2018",44,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2019","2019",44,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2020","2020",15,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2021","2021",36,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2022","2022",54,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2007","2007",11,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2008","2008",6,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2009","2009",5,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2010","2010",9,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2011","2011",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2012","2012",11,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2013","2013",5,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2014","2014",9,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2015","2015",7,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2016","2016",7,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2017","2017",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2018","2018",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2019","2019",9,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2020","2020",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2021","2021",22,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2022","2022",45,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2007","2007",6,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2008","2008",1,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2009","2009",8,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2010","2010",6,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2011","2011",4,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2012","2012",3,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2013","2013",3,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2014","2014",1,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2015","2015",3,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2016","2016",3,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2017","2017",4,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2018","2018",2,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2019","2019",6,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2020","2020",2,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2021","2021",1,,
"ITC18","Alessandria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL","all items","2022","2022",8,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2007","2007",6,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2008","2008",7,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2009","2009",11,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2010","2010",10,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2011","2011",8,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2012","2012",5,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2013","2013",3,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2014","2014",5,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2015","2015",2,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2016","2016",3,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2017","2017",6,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2018","2018",2,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2019","2019",10,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2020","2020",2,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2021","2021",8,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","FAM","family","2022","2022",18,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2007","2007",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL","all items","2008","2008",5,,
